Id,Role,Name,Link,Image
1,Голмани,Stole Dimitrievski ,https://www.rezultati.com/igrac/dimitrievski-stole/2axfsTHA/,https://ffm.mk/media/main/2021/09/20210913151922.jpg
2,Голмани,Damjan Siskovski,https://www.rezultati.com/igrac/siskovski-damjan/YeKtjX5Q/,https://ffm.mk/media/main/2021/09/20210914090208.jpg
3,Голмани,Deni Iliev ,https://www.rezultati.com/igrac/iliev-dejan/zNkxopOe/,https://pbs.twimg.com/media/ERoSMe_UUAEJxH9.jpg
4,Одбрана,Darko Velkovski,https://www.rezultati.com/igrac/velkoski-darko/Iez1JQxc/,https://ffm.mk/media/main/2021/09/20210913154705.jpg
5,Одбрана,Visar Musliu,https://www.rezultati.com/igrac/musliu-visar/8SBmrZDU/,https://www.ffm.mk/media/main/2021/09/20210914091336.jpg
6,Одбрана,Kire Ristevski,https://www.rezultati.com/igrac/ristevski-kire/Od3GttA4/,https://ffm.mk/media/main/2021/09/20210913155140.jpg
7,Одбрана,Gjoko Zajkov,https://www.rezultati.com/igrac/zajkov-gjoko/OhX6CoYE/,https://ffm.mk/media/main/2021/09/20210913150737.jpg
8,Одбрана,Nikola Serafimov ,https://www.rezultati.com/igrac/serafimov-nikola/jLnKkHmM/,https://c8.alamy.com/zooms/9/8dfe39528bf64323a484c6d3ae0b3151/2a9e832.jpg
9,Одбрана,Stefan Ristovski,https://www.rezultati.com/igrac/ristovski-stefan/vyfPfq5g/,https://ffm.mk/media/main/2021/09/20210913152837.jpg
10,Одбрана,Ezgjan Alioski,https://www.rezultati.com/igrac/alioski-egzijan/ObGOBo9F/,https://ffm.mk/media/main/2021/09/20210913143719.jpg
11,Одбрана,Stefan Askovski ,https://www.rezultati.com/igrac/askovski-stefan/pnxY5aE4/,https://www.fortunasc.nl/wp-content/uploads/2018/07/avkovksi-1.jpg
12,Одбрана,Todor Todoroski ,https://www.rezultati.com/igrac/todoroski-todor/EZVpMCmb/,https://fmdataba.com/images/p2/570184.png
13,Среден Ред,Enis Bardhi,https://www.rezultati.com/igrac/bardhi-enis/vTZ0Ttwo/,https://ffm.mk/media/main/2021/09/20210913145031.jpg
14,Среден Ред,Elif Elmas,https://www.rezultati.com/igrac/elmas-elif/vDVD8EAA/,https://ffm.mk/media/main/2021/09/20210913161408.jpg
15,Среден Ред,Arijan Ademi,https://www.rezultati.com/igrac/ademi-arijan/8lnElLro/,https://ffm.mk/media/main/2021/09/20210913160131.jpg
16,Среден Ред,Boban Nikolov,https://www.rezultati.com/igrac/nikolov-boban/YcBAK3A0/,https://ffm.mk/media/main/2021/09/20210913154830.jpg
17,Среден Ред,Tihomir Kostadinov,https://www.rezultati.com/igrac/kostadinov-tihomir/A9ouE1BB/,https://ffm.mk/media/main/2021/09/20210914110559.jpg
18,Среден Ред,Stefan Spirovski,https://www.rezultati.com/igrac/spirovski-stefan/ldBxqXSP/,https://ffm.mk/media/main/2021/09/20210914092452.jpg
19,Среден Ред,Danijel Avramovski,https://www.rezultati.com/igrac/avramovski-daniel/KGtZ8nzP/,https://ffm.mk/media/main/2021/09/20210914111407.jpg
20,Среден Ред,Jani Atanasov,https://www.rezultati.com/igrac/atanasov-jani/IiIE6aWf/,https://www.bursasporluyuz.org/wp-content/uploads/2018/09/Atanasov-makedonya.jpg
21,Напад,Adis Jahovic,https://www.rezultati.com/igrac/jahovic-adis/WIEXLcEI/,https://img.a.transfermarkt.technology/portrait/big/98536-1616096390.jpeg?lm=1
22,Напад,Milan Ristovski,https://www.rezultati.com/igrac/ristovski-milan/GhJNakZR/,https://ffm.mk/media/main/2021/09/20210914105527.jpg
23,Напад,Aleksandar Trajkovski,https://www.rezultati.com/igrac/trajkovski-aleksandar/jNG8YW1p/,https://ffm.mk/media/main/2021/09/20210914094540.jpg
24,Напад,Darko Curlinov,https://www.rezultati.com/igrac/churlinov-darko/OhNz5XBm/,https://ffm.mk/media/main/2021/09/20210914132649.jpg
25,Напад,Bojan Miovski,https://www.rezultati.com/igrac/miovski-bojan/2ZExqRk3/,https://api.sofascore.com/api/v1/player/945768/image
26,Напад,Nikola Gjorgjev,https://www.rezultati.com/igrac/gjorgjev-nikola/nkPdsrnk/,https://media.gettyimages.com/photos/nikola-gjorgj…atch-between-serbia-picture-id699814022?s=612x612
27,,Erdal Rakip,https://www.rezultati.com/igrac/rakip-erdal/4f5gPK1B/,https://secure.cache.images.core.optasports.com/soccer/players/150x150/290347.png
28,,Valon Etemi,https://www.rezultati.com/igrac/ethemi-valon/As1KJmPq/,https://www.sportsbase.io/images/people/211136.png
